Number,Family,Binomial,Wood_density,Region,Reference_number,our_samples,Genus,Species,
3974,Fabaceae,Copaifera reticulata,0.610,South America (tropical),47,,Copaifera,reticulata,
3975,Fabaceae,Copaifera salikounda,0.726,Africa (tropical),79,,Copaifera,salikounda,
3976,Fabaceae,Copaifera salikounda,0.671,Africa (tropical),98,,Copaifera,salikounda,
3977,Fabaceae,Copaifera salikounda,0.692,Africa (tropical),147,,Copaifera,salikounda,
3978,Arecaceae,Copernicia alba,0.791,South America (extratropical),66,,Copernicia,alba,
3979,Rubiaceae,Coprosma foetidissima,0.719,Oceania,94,,Coprosma,foetidissima,
3980,Rubiaceae,Coprosma indet,0.583,Oceania,94,,Coprosma,indet,
3981,Rubiaceae,Coprosma linariifolia,0.820,Oceania,94,,Coprosma,linariifolia,
3982,Rubiaceae,Coprosma lucida,0.807,Oceania,94,,Coprosma,lucida,
3983,Rubiaceae,Coprosma pseudocuneata,0.815,Oceania,94,,Coprosma,pseudocuneata,
3984,Boraginaceae,Cordia abyssinica,0.577,Africa (extratropical),72,,Cordia,abyssinica,
3985,Boraginaceae,Cordia africana,0.517,Africa (tropical),1,,Cordia,africana,
3986,Boraginaceae,Cordia africana,0.416,Africa (tropical),85,,Cordia,africana,
3987,Boraginaceae,Cordia africana,0.465,Africa (tropical),137,,Cordia,africana,
3988,Boraginaceae,Cordia alliodora,0.490,South America (tropical),141,,Cordia,alliodora,
3989,Boraginaceae,Cordia alliodora,0.470,South America (tropical),35,,Cordia,alliodora,
3990,Boraginaceae,Cordia alliodora,0.910,South America (extratropical),114,,Cordia,alliodora,
3991,Boraginaceae,Cordia alliodora,0.520,Central America (tropical),116,,Cordia,alliodora,
3992,Boraginaceae,Cordia alliodora,0.330,Central America (tropical),196,,Cordia,alliodora,
3993,Boraginaceae,Cordia alliodora,0.570,Central America (tropical),111,,Cordia,alliodora,
3994,Boraginaceae,Cordia alliodora,0.730,Mexico,23,,Cordia,alliodora,
3995,Boraginaceae,Cordia alliodora,0.482,South America (tropical),52,,Cordia,alliodora,
3996,Boraginaceae,Cordia alliodora,0.482,South America (tropical),57,,Cordia,alliodora,
3997,Boraginaceae,Cordia alliodora,0.500,South America (tropical),204,,Cordia,alliodora,
3998,Boraginaceae,Cordia alliodora,0.390,South America (tropical),77,,Cordia,alliodora,
3999,Boraginaceae,Cordia alliodora,0.480,Mexico,23,,Cordia,alliodora,
4000,Boraginaceae,Cordia alliodora,0.410,South America (tropical),44,,Cordia,alliodora,
4001,Boraginaceae,Cordia americana,0.688,South America (extratropical),46,,Cordia,americana,
4002,Boraginaceae,Cordia bicolor,0.460,South America (tropical),141,,Cordia,bicolor,
4003,Boraginaceae,Cordia bicolor,0.490,South America (tropical),87,,Cordia,bicolor,
4004,Boraginaceae,Cordia borinquensis,0.700,South America (tropical),141,,Cordia,borinquensis,
4005,Boraginaceae,Cordia caffra,0.723,Africa (tropical),137,,Cordia,caffra,
4006,Boraginaceae,Cordia cicatricosa,0.410,South America (tropical),44,,Cordia,cicatricosa,
4007,Boraginaceae,Cordia collococca,0.470,South America (tropical),141,,Cordia,collococca,
4008,Boraginaceae,Cordia collococca,0.380,Central America (tropical),116,,Cordia,collococca,
4009,Boraginaceae,Cordia collococca,0.410,South America (tropical),45,,Cordia,collococca,
4010,Boraginaceae,Cordia dentata,0.470,Central America (tropical),116,,Cordia,dentata,
4011,Boraginaceae,Cordia dentata,0.530,Mexico,23,,Cordia,dentata,
4012,Boraginaceae,Cordia dichotoma,0.456,Australia/PNG (tropical),90,,Cordia,dichotoma,
4013,Boraginaceae,Cordia dichotoma,0.390,Australia/PNG (tropical),80,,Cordia,dichotoma,
4014,Boraginaceae,Cordia dichotoma,0.380,South-East Asia (tropical),129,,Cordia,dichotoma,
4015,Boraginaceae,Cordia dichotoma,0.360,India,26,,Cordia,dichotoma,
4016,Boraginaceae,Cordia dichotoma,0.670,India,26,,Cordia,dichotoma,
4017,Boraginaceae,Cordia dodecandra,0.770,South America (tropical),35,,Cordia,dodecandra,
4018,Boraginaceae,Cordia dodecandra,0.530,South America (tropical),204,,Cordia,dodecandra,
4019,Boraginaceae,Cordia ecalyculata,1.076,South America (extratropical),121,,Cordia,ecalyculata,
4020,Boraginaceae,Cordia elaeagnoides,0.880,Mexico,23,,Cordia,elaeagnoides,
4021,Boraginaceae,Cordia exaltata,0.410,South America (tropical),141,,Cordia,exaltata,
4022,Boraginaceae,Cordia exaltata,0.387,South America (tropical),189,,Cordia,exaltata,
4023,Boraginaceae,Cordia fallax,0.360,South America (tropical),141,,Cordia,fallax,
4024,Boraginaceae,Cordia fallax,0.387,South America (tropical),189,,Cordia,fallax,
4025,Boraginaceae,Cordia fragrantissima,0.689,South-East Asia (tropical),14,,Cordia,fragrantissima,
4026,Boraginaceae,Cordia gerascanthus,0.770,South America (tropical),35,,Cordia,gerascanthus,
4027,Boraginaceae,Cordia gerascanthus,0.735,South America (tropical),36,,Cordia,gerascanthus,
4028,Boraginaceae,Cordia gerascanthus,0.730,South America (tropical),204,,Cordia,gerascanthus,
4029,Boraginaceae,Cordia glabrata,0.770,South America (tropical),35,,Cordia,glabrata,
4030,Boraginaceae,Cordia goeldiana,0.500,South America (tropical),141,,Cordia,goeldiana,
4031,Boraginaceae,Cordia goeldiana,0.510,South America (tropical),35,,Cordia,goeldiana,
4032,Boraginaceae,Cordia goeldiana,0.590,South America (tropical),114,,Cordia,goeldiana,
4033,Boraginaceae,Cordia goeldiana,0.410,South America (tropical),44,,Cordia,goeldiana,
4034,Boraginaceae,Cordia goeldiana,0.480,South America (tropical),88,,Cordia,goeldiana,
4035,Boraginaceae,Cordia goetzei,0.758,Africa (extratropical),72,,Cordia,goetzei,
4036,Boraginaceae,Cordia laevifrons,0.330,South America (tropical),55,,Cordia,laevifrons,
4037,Boraginaceae,Cordia lasiocalyx,0.397,Central America (tropical),168,,Cordia,lasiocalyx,
4038,Boraginaceae,Cordia lomatoloba,0.410,South America (tropical),44,,Cordia,lomatoloba,
4039,Boraginaceae,Cordia megalantha,0.390,Mexico,23,,Cordia,megalantha,
4040,Boraginaceae,Cordia millenii,0.517,Africa (tropical),1,,Cordia,millenii,
4041,Boraginaceae,Cordia millenii,0.420,Africa (tropical),39,,Cordia,millenii,
4042,Boraginaceae,Cordia millenii,0.340,Africa (tropical),85,,Cordia,millenii,
4043,Boraginaceae,Cordia millenii,0.360,Africa (tropical),104,,Cordia,millenii,
4044,Boraginaceae,Cordia myxa,0.330,South-East Asia (tropical),129,,Cordia,myxa,
4045,Boraginaceae,Cordia myxa,0.396,Australia/PNG (tropical),27,,Cordia,myxa,
4046,Boraginaceae,Cordia nodosa,0.370,South America (tropical),55,,Cordia,nodosa,
4047,Boraginaceae,Cordia nodosa,0.410,South America (tropical),44,,Cordia,nodosa,
4048,Boraginaceae,Cordia platythyrsa,0.517,Africa (tropical),1,,Cordia,platythyrsa,
4049,Boraginaceae,Cordia platythyrsa,0.373,Africa (tropical),85,,Cordia,platythyrsa,
4050,Boraginaceae,Cordia platythyrsa,0.354,Africa (tropical),147,,Cordia,platythyrsa,
4051,Boraginaceae,Cordia platythyrsa,0.336,Africa (tropical),181,,Cordia,platythyrsa,
4052,Boraginaceae,Cordia platythyrsa,0.345,Africa (tropical),182,,Cordia,platythyrsa,
4053,Boraginaceae,Cordia sagotii,0.387,South America (tropical),30,,Cordia,sagotii,
4054,Boraginaceae,Cordia sagotii,0.340,South America (tropical),45,,Cordia,sagotii,
4055,Boraginaceae,Cordia sagotii,0.500,South America (tropical),87,,Cordia,sagotii,
4056,Boraginaceae,Cordia scabrifolia,0.474,South America (tropical),198,,Cordia,scabrifolia,
4057,Boraginaceae,Cordia sebestena,0.700,Central America (tropical),112,,Cordia,sebestena,
4058,Boraginaceae,Cordia seleriana,0.780,Mexico,23,,Cordia,seleriana,
4059,Boraginaceae,Cordia sericicalyx,0.387,South America (tropical),189,,Cordia,sericicalyx,
4060,Boraginaceae,Cordia sonorae,0.810,Mexico,23,,Cordia,sonorae,
4061,Boraginaceae,Cordia subcordata,0.510,South-East Asia (tropical),129,,Cordia,subcordata,
4062,Boraginaceae,Cordia subcordata,0.482,Australia/PNG (tropical),27,,Cordia,subcordata,
4063,Boraginaceae,Cordia subpubescens,0.220,South-East Asia (tropical),129,,Cordia,subpubescens,
4064,Boraginaceae,Cordia sulcata,0.600,South America (tropical),141,,Cordia,sulcata,
4065,Boraginaceae,Cordia tetrandra,0.350,South America (tropical),64,,Cordia,tetrandra,
4066,Boraginaceae,Cordia tetrandra,0.340,South America (tropical),45,,Cordia,tetrandra,
4067,Boraginaceae,Cordia trichotoma,0.560,South America (tropical),35,,Cordia,trichotoma,
4068,Boraginaceae,Cordia trichotoma,0.780,South America (extratropical),114,,Cordia,trichotoma,
4069,Boraginaceae,Cordia trichotoma,0.550,South America (extratropical),46,,Cordia,trichotoma,
4070,Boraginaceae,Cordia ucayaliensis,0.410,South America (tropical),44,,Cordia,ucayaliensis,
4071,Boraginaceae,Cordia vestita,0.680,India,135,,Cordia,vestita,
4072,Fabaceae,Cordyla africana,0.775,Africa (tropical),1,,Cordyla,africana,
4073,Fabaceae,Cordyla africana,0.700,Africa (extratropical),183,,Cordyla,africana,
4074,Fabaceae,Cordyla africana,0.745,Africa (extratropical),200,,Cordyla,africana,
4075,Fabaceae,Cordyla africana,0.702,Africa (extratropical),72,,Cordyla,africana,
4076,Fabaceae,Cordyla madagascariensis,0.818,Madagascar,179,,Cordyla,madagascariensis,
4077,Fabaceae,Cordyla pinnata,0.754,Africa (tropical),147,,Cordyla,pinnata,
4078,Cornaceae,Cornus controversa,0.535,China,33,,Cornus,controversa,
4079,Cornaceae,Cornus disciflora,0.530,Central America (tropical),116,,Cornus,disciflora,
4080,Cornaceae,Cornus florida,0.640,NorthAmerica,6,,Cornus,florida,
4081,Cornaceae,Cornus nuttallii,0.580,NorthAmerica,118,,Cornus,nuttallii,
4082,Cornaceae,Cornus peruviana,0.560,South America (tropical),44,,Cornus,peruviana,
4083,Cornaceae,Cornus sanguinea,0.680,Europe,149,,Cornus,sanguinea,
4084,Verbenaceae,Cornutia grandiflora,0.600,Mexico,23,,Cornutia,grandiflora,
4085,Betulaceae,Corylus avellana,0.517,Europe,150,,Corylus,avellana,
4086,Betulaceae,Corylus chinensis,0.559,China,33,,Corylus,chinensis,
4087,Betulaceae,Corylus chinensis,0.574,China,33,,Corylus,chinensis,
4088,Myrtaceae,Corymbia abergiana,0.771,Australia/PNG (tropical),90,,Corymbia,abergiana,
4089,Myrtaceae,Corymbia bloxsomei,0.745,Australia/PNG (tropical),90,,Corymbia,bloxsomei,
4090,Myrtaceae,Corymbia chippendalei,0.846,Australia,90,,Corymbia,chippendalei,
4091,Myrtaceae,Corymbia citriodora,0.800,Australia,203,,Corymbia,citriodora,
4092,Myrtaceae,Corymbia citriodora,0.764,Australia,203,,Corymbia,citriodora,
4093,Myrtaceae,Corymbia citriodora,0.854,Australia,203,,Corymbia,citriodora,
4094,Myrtaceae,Corymbia citriodora,0.861,Australia,203,,Corymbia,citriodora,
4095,Myrtaceae,Corymbia citriodora,0.800,Australia,90,,Corymbia,citriodora,
4096,Myrtaceae,Corymbia citriodora,0.870,Australia/PNG (tropical),90,,Corymbia,citriodora,
4097,Myrtaceae,Corymbia clavigera,0.835,Australia,90,,Corymbia,clavigera,
4098,Myrtaceae,Corymbia clavigera,0.827,Australia/PNG (tropical),90,,Corymbia,clavigera,
4099,Myrtaceae,Corymbia confertiflora,0.788,Australia/PNG (tropical),90,,Corymbia,confertiflora,
4100,Myrtaceae,Corymbia confertiflora,0.768,Australia,90,,Corymbia,confertiflora,
4101,Myrtaceae,Corymbia dallachiana,0.705,Australia/PNG (tropical),90,,Corymbia,dallachiana,
4102,Myrtaceae,Corymbia dallachiana,0.709,Australia,90,,Corymbia,dallachiana,
4103,Myrtaceae,Corymbia dallachiana,0.870,Australia/PNG (tropical),90,,Corymbia,dallachiana,
4104,Myrtaceae,Corymbia dallachiana,0.709,Australia,90,,Corymbia,dallachiana,
4105,Myrtaceae,Corymbia dichromophloia,0.895,Australia/PNG (tropical),90,,Corymbia,dichromophloia,
4106,Myrtaceae,Corymbia erythrophloia,0.895,Australia/PNG (tropical),90,,Corymbia,erythrophloia,
4107,Myrtaceae,Corymbia gummifera,0.870,Australia/PNG (tropical),90,,Corymbia,gummifera,
4108,Myrtaceae,Corymbia gummifera,0.720,Australia,90,,Corymbia,gummifera,
4109,Myrtaceae,Corymbia gummifera,0.870,Australia/PNG (tropical),90,,Corymbia,gummifera,
4110,Myrtaceae,Corymbia henryi,0.870,Australia/PNG (tropical),90,,Corymbia,henryi,
4111,Myrtaceae,Corymbia lenziana,0.889,Australia,90,,Corymbia,lenziana,
4112,Myrtaceae,Corymbia maculata,0.825,Australia/PNG (tropical),90,,Corymbia,maculata,
4113,Myrtaceae,Corymbia maculata,0.837,Australia,90,,Corymbia,maculata,
4114,Myrtaceae,Corymbia maculata,0.870,Australia/PNG (tropical),90,,Corymbia,maculata,
4115,Myrtaceae,Corymbia nesophila,0.853,Australia,90,,Corymbia,nesophila,
4116,Myrtaceae,Corymbia peltata,0.883,Australia/PNG (tropical),90,,Corymbia,peltata,
4117,Myrtaceae,Corymbia peltata,0.784,Australia,90,,Corymbia,peltata,
4118,Myrtaceae,Corymbia polycarpa,0.858,Australia,90,,Corymbia,polycarpa,
4119,Myrtaceae,Corymbia polycarpa,0.784,Australia,90,,Corymbia,polycarpa,
4120,Myrtaceae,Corymbia polycarpa,0.870,Australia/PNG (tropical),90,,Corymbia,polycarpa,
4121,Myrtaceae,Corymbia polycarpa,0.830,Australia/PNG (tropical),90,,Corymbia,polycarpa,
4122,Myrtaceae,Corymbia polycarpa,0.870,Australia/PNG (tropical),90,,Corymbia,polycarpa,
4123,Myrtaceae,Corymbia polycarpa,1.013,Australia,90,,Corymbia,polycarpa,
4124,Myrtaceae,Corymbia setosa,1.020,Australia/PNG (tropical),90,,Corymbia,setosa,
4125,Myrtaceae,Corymbia terminalis,0.870,Australia/PNG (tropical),90,,Corymbia,terminalis,
4126,Myrtaceae,Corymbia tessellaris,0.934,Australia,90,,Corymbia,tessellaris,
4127,Myrtaceae,Corymbia tessellaris,0.895,Australia/PNG (tropical),90,,Corymbia,tessellaris,
4128,Myrtaceae,Corymbia torelliana,0.734,Australia,203,,Corymbia,torelliana,
4129,Myrtaceae,Corymbia torelliana,0.788,Australia/PNG (tropical),90,,Corymbia,torelliana,
4130,Myrtaceae,Corymbia trachyphloia,0.879,Australia,90,,Corymbia,trachyphloia,
4131,Myrtaceae,Corymbia watsoniana,0.827,Australia/PNG (tropical),90,,Corymbia,watsoniana,
4132,Rubiaceae,Corynanthe pachyceras,0.663,Africa (tropical),85,,Corynanthe,pachyceras,
4133,Rubiaceae,Corynanthe pachyceras,0.670,Africa (extratropical),123,,Corynanthe,pachyceras,
4134,Rubiaceae,Corynanthe pachyceras,0.684,Africa (tropical),147,,Corynanthe,pachyceras,
4135,Corynocarpaceae,Corynocarpus australasicus,0.710,South-East Asia (tropical),129,,Corynocarpus,australasicus,
4136,Corynocarpaceae,Corynocarpus cribbianus,0.594,Australia/PNG (tropical),90,,Corynocarpus,cribbianus,
4137,Corynocarpaceae,Corynocarpus cribbianus,0.594,Australia/PNG (tropical),90,,Corynocarpus,cribbianus,
4138,Lecythidaceae,Corythophora alta,0.724,South America (tropical),128,,Corythophora,alta,
4139,Lecythidaceae,Corythophora alta,0.690,South America (tropical),44,,Corythophora,alta,
4140,Lecythidaceae,Corythophora alta,0.727,South America (tropical),166,,Corythophora,alta,
4141,Lecythidaceae,Corythophora rimosa,0.697,South America (tropical),128,,Corythophora,rimosa,
4142,Lecythidaceae,Corythophora rimosa,0.840,South America (tropical),92,,Corythophora,rimosa,
4143,Lecythidaceae,Corythophora rimosa,0.850,South America (tropical),188,,Corythophora,rimosa,
4144,Dipterocarpaceae,Cotylelobium burckii,0.810,South-East Asia (tropical),120,,Cotylelobium,burckii,
4145,Dipterocarpaceae,Cotylelobium burckii,0.820,South-East Asia (tropical),170,,Cotylelobium,burckii,
4146,Dipterocarpaceae,Cotylelobium lanceolatum,0.780,South-East Asia (tropical),120,,Cotylelobium,lanceolatum,
4147,Dipterocarpaceae,Cotylelobium malayanum,0.850,South-East Asia (tropical),43,,Cotylelobium,malayanum,
4148,Dipterocarpaceae,Cotylelobium melanoxylon,0.800,South-East Asia (tropical),170,,Cotylelobium,melanoxylon,
4149,Dipterocarpaceae,Cotylelobium melanoxylon,0.850,South-East Asia (tropical),43,,Cotylelobium,melanoxylon,
4150,Chrysobalanaceae,Couepia bracteosa,0.770,South America (tropical),55,,Couepia,bracteosa,
4151,Chrysobalanaceae,Couepia caryophylloides,0.770,South America (tropical),55,,Couepia,caryophylloides,
4152,Chrysobalanaceae,Couepia elata,0.769,South America (tropical),166,,Couepia,elata,
4153,Chrysobalanaceae,Couepia guianensis,0.750,South America (tropical),64,,Couepia,guianensis,
4154,Chrysobalanaceae,Couepia guianensis,0.818,South America (tropical),30,,Couepia,guianensis,
4155,Chrysobalanaceae,Couepia guianensis,0.637,South America (tropical),189,,Couepia,guianensis,
4156,Chrysobalanaceae,Couepia guianensis,0.800,South America (tropical),45,,Couepia,guianensis,
4157,Chrysobalanaceae,Couepia guianensis,0.771,South America (tropical),166,,Couepia,guianensis,
4158,Chrysobalanaceae,Couepia hostmanniana,0.770,South America (tropical),44,,Couepia,hostmanniana,
4159,Chrysobalanaceae,Couepia longipendula,0.938,South America (tropical),185,,Couepia,longipendula,
4160,Chrysobalanaceae,Couepia paraensis,0.850,South America (tropical),134,,Couepia,paraensis,
4161,Chrysobalanaceae,Couepia polyandra,0.740,Mexico,23,,Couepia,polyandra,
4162,Chrysobalanaceae,Couepia robusta,0.830,South America (tropical),41,,Couepia,robusta,
4163,Chrysobalanaceae,Couepia ulei,0.816,South America (tropical),128,,Couepia,ulei,
4164,Chrysobalanaceae,Couepia ulei,0.763,South America (tropical),166,,Couepia,ulei,
4165,Olacaceae,Coula edulis,0.800,Africa (tropical),136,,Coula,edulis,
4166,Olacaceae,Coula edulis,0.824,Africa (tropical),85,,Coula,edulis,
4167,Olacaceae,Coula edulis,1.023,Africa (tropical),79,,Coula,edulis,
4168,Olacaceae,Coula edulis,0.912,Africa (tropical),98,,Coula,edulis,
4169,Olacaceae,Coula edulis,0.826,Africa (tropical),137,,Coula,edulis,
4170,Olacaceae,Coula edulis,0.786,Africa (tropical),147,,Coula,edulis,
4171,Olacaceae,Coula edulis,0.857,Africa (tropical),147,,Coula,edulis,
4172,Olacaceae,Coula edulis,0.915,Africa (tropical),147,,Coula,edulis,
4173,Olacaceae,Coula edulis,0.921,Africa (tropical),147,,Coula,edulis,
4174,Olacaceae,Coula edulis,0.927,Africa (tropical),147,,Coula,edulis,
4175,Olacaceae,Coula edulis,0.937,Africa (tropical),147,,Coula,edulis,
4176,Olacaceae,Coula edulis,1.008,Africa (tropical),147,,Coula,edulis,
4177,Apocynaceae,Couma guianensis,0.410,South America (tropical),64,,Couma,guianensis,
4178,Apocynaceae,Couma guianensis,0.430,South America (tropical),45,,Couma,guianensis,
4179,Apocynaceae,Couma guianensis,0.560,South America (tropical),166,,Couma,guianensis,
4180,Apocynaceae,Couma macrocarpa,0.510,South America (tropical),141,,Couma,macrocarpa,
4181,Apocynaceae,Couma macrocarpa,0.500,South America (tropical),36,,Couma,macrocarpa,
4182,Apocynaceae,Couma macrocarpa,0.504,South America (tropical),185,,Couma,macrocarpa,
4183,Apocynaceae,Couma macrocarpa,0.510,South America (tropical),15,,Couma,macrocarpa,
4184,Apocynaceae,Couma macrocarpa,0.450,South America (tropical),44,,Couma,macrocarpa,
4185,Apocynaceae,Couma macrocarpa,0.370,South-East Asia,181,,Couma,macrocarpa,
4186,Apocynaceae,Couma utilis,0.660,South America (extratropical),114,,Couma,utilis,
4187,Lecythidaceae,Couratari asterotricha,0.510,South America (tropical),114,,Couratari,asterotricha,
4188,Lecythidaceae,Couratari guianensis,0.520,South America (tropical),141,,Couratari,guianensis,
4189,Lecythidaceae,Couratari guianensis,0.490,Central America (tropical),116,,Couratari,guianensis,
4190,Lecythidaceae,Couratari guianensis,0.540,South America (tropical),185,,Couratari,guianensis,
4191,Lecythidaceae,Couratari guianensis,0.517,South America (tropical),189,,Couratari,guianensis,
4192,Lecythidaceae,Couratari guianensis,0.340,South America (tropical),204,,Couratari,guianensis,
4193,Lecythidaceae,Couratari guianensis,0.520,South America (tropical),77,,Couratari,guianensis,
4194,Lecythidaceae,Couratari guianensis,0.510,South America (tropical),47,,Couratari,guianensis,
4195,Lecythidaceae,Couratari guianensis,0.620,South America (tropical),47,,Couratari,guianensis,
4196,Lecythidaceae,Couratari indet,0.530,South America (tropical),35,,Couratari,indet,
4197,Lecythidaceae,Couratari indet,0.500,South America (tropical),36,,Couratari,indet,
4198,Lecythidaceae,Couratari longipedicellata,0.540,South America (tropical),44,,Couratari,longipedicellata,
